,index,num_acc_minuto,num_acc_fr_minuto,prom_sobrepaso_acc,prom_sobrepaso_fren,prom_abs_acc,std_acc,num_jerk_acc_minuto,num_jerk_freno_minuto,prom_sobrepaso_jerk_acc,prom_sobrepaso_jerk_freno,prom_abs_jerk,std_jerk,std_potencia,prom_abs_pot,consumption,kms,consumption_per_km,num_current_minuto,num_current_fr_minuto,prom_sobrepaso_current,prom_sobrepaso_current_fr,prom_abs_current,std_current,std_current_std_jerk,highway,slope,max_current,max_jerk,max_acc,max_pot,max_speed,mean_speed,std_speed,log_max_pot,log_max_jerk,log_prom_abs_current,highway_enc
11,11,0.0,0.0,1.0,1.0,0.03059701492537313,0.11054251683634739,0.0,0.0,1.0,1.0,0.023533834586466164,0.08071840921559696,0.0,0.0,0.5,1.3368202998752001,0.37402184874562266,0.0,0.0,1.0,1.0,3.898208955223881,0.9470589594928213,0.07644509264363901,primary,0.5716355447761194,5.86,0.38,0.58,0.0,52.0,4.843283582089552,13.671689907487492,-inf,-0.9675840262617056,1.360517205401295,0
12,12,0.0,0.0,1.0,1.0,0.09058823529411766,0.10087506404812244,0.0,0.0,1.0,1.0,0.09875,0.1289622037652893,0.0,0.0,0.5,1.3132587,0.38073229592920266,0.0,0.0,1.0,1.0,4.04764705882353,0.18637499869458954,0.024035330558407182,primary,4.509517058823529,4.3,0.26,0.16,0.0,45.0,39.0,3.1622776601683795,-inf,-1.3470736479666092,1.3981357391581724,0
13,13,0.0,0.0,1.0,1.0,0.13374999999999998,0.15507558640869296,0.0,0.0,1.0,1.0,0.14266666666666666,0.17650936393164968,0.0,0.0,0.5,1.36363,0.366668377785763,0.0,0.0,1.0,1.0,4.251250000000001,0.1289803764143987,0.022766244200570263,primary,5.513808625,4.3,0.26,0.24,0.0,51.0,43.0625,4.21851079568766,-inf,-1.3470736479666092,1.4472130573392683,0
14,14,0.0,0.0,1.0,1.0,0.07451612903225807,0.1737326638878276,0.0,0.0,1.0,1.0,0.07639344262295082,0.17167417875020274,0.0,0.0,0.5999999999999979,1.3425236000599996,0.4469195178194133,0.0,0.0,1.0,1.0,3.7712903225806444,0.8556896555881349,0.14689981888813688,primary,1.3653601612903226,5.86,0.71,0.49,0.0,44.0,11.064516129032258,17.192135990794313,-inf,-0.342490308946776,1.3274172035335812,0
15,15,0.0,0.0,1.0,1.0,0.08714285714285716,0.11044437144405989,0.0,0.0,1.0,1.0,0.11230769230769232,0.1650820129690608,0.0,0.0,-0.29999999999999716,1.3184763,-0.2275353754936643,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,-4.059644285714286,23.75,0.39,0.27,0.0,53.0,47.57142857142857,3.9945017156140965,-inf,-0.941608539858445,3.1675825304806504,0
16,16,0.0,0.0,1.0,1.0,0.12200000000000003,0.15066371678528165,0.0,0.0,1.0,1.0,0.19928571428571426,0.26143735348247077,0.0,0.0,-0.30000000000000426,1.360681,-0.2204778342609357,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,-4.931723599999999,23.75,0.47,0.19,0.0,52.0,47.2,2.932575659723036,-inf,-0.7550225842780328,3.1675825304806504,0
17,17,0.18292682926829268,0.0,1.03,1.0,0.0963888888888889,0.25694234233374347,0.0,0.0,1.0,1.0,0.10714285714285715,0.2585384351483926,0.0,0.0,-0.29999999999999716,1.5778090563779994,-0.19013707570463168,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,-1.0360505555555555,23.75,0.8500000000000001,1.03,0.0,70.0,12.833333333333334,24.74383039986216,-inf,-0.1625189294977748,3.1675825304806504,0
18,18,0.0,0.0,1.0,1.0,0.08916666666666667,0.10457254260400607,0.0,0.0,1.0,1.0,0.1272727272727273,0.1539668312461062,0.0,0.0,-0.29999999999999716,1.3010846,-0.2305768587223284,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,-4.419760833333334,23.75,0.32,0.22,0.0,55.0,51.416666666666664,2.6784776318353725,-inf,-1.1394342831883648,3.1675825304806504,0
19,19,0.7142857142857143,0.7142857142857143,1.45,1.16,0.5984615384615385,0.6978250234217812,0.0,0.7142857142857143,1.0,1.28,0.7899999999999999,0.9344234705005124,0.0,0.0,0.7000000000000028,1.388095,0.5042882511643676,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,3.742558076923077,23.75,1.18,1.45,0.0,89.0,58.0,18.44812546936228,-inf,0.16551443847757333,3.1675825304806504,0
20,20,0.0,0.8571428571428571,1.0,1.95,0.5016666666666666,0.7273620525952365,0.0,0.8571428571428571,1.0,1.6199999999999999,0.7436363636363637,1.009975860934023,0.0,0.0,0.29999999999999716,1.3410034,0.22371307932552384,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,1.0187481666666665,23.75,1.37,1.09,0.0,97.0,59.333333333333336,26.486131305178404,-inf,0.3148107398400336,3.1675825304806504,0
21,21,0.0,0.0,1.0,1.0,0.466923076923077,0.5645483087384181,0.0,0.0,1.0,1.0,0.7308333333333334,0.9103154978113662,0.0,0.0,0.5,1.3198636,0.378827024247051,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,3.114379230769231,23.75,1.0899999999999999,1.41,0.0,68.0,53.30769230769231,8.004005407550807,-inf,0.0861776962410522,3.1675825304806504,0
22,22,0.0,0.0,1.0,1.0,0.35749999999999993,0.48503364717191416,0.0,0.7792207792207793,1.0,1.32,0.6336363636363637,0.8706566345044477,0.0,0.0,0.4000000000000057,1.3045569000000001,0.30661751894455935,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,3.0154549999999993,23.75,1.1099999999999999,0.99,0.0,81.0,55.333333333333336,9.911731647014271,-inf,0.10436001532424266,3.1675825304806504,0
23,23,0.0,0.0,1.0,1.0,0.5183333333333334,0.5698659686472094,0.0,0.7692307692307693,1.0,1.0066666666666666,0.790909090909091,0.888440922474462,0.0,0.0,0.6000000000000014,1.3736003999999997,0.4368082595200187,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,4.067741666666667,23.75,1.1600000000000001,1.0,0.0,89.0,62.0,13.57136021855651,-inf,0.1484200051182734,3.1675825304806504,0
24,24,0.0,0.7228915662650602,1.0,1.22,0.44307692307692303,0.568893871197775,0.0,0.7228915662650602,1.0,1.24,0.58,0.7522004756416706,0.0,0.0,0.5999999999999943,1.3726505,0.4371105390629256,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,4.4603192307692305,23.75,1.1099999999999999,0.98,0.0,85.0,57.23076923076923,14.737445765542539,-inf,0.10436001532424266,3.1675825304806504,0
25,25,0.0,0.0,1.0,1.0,0.40599999999999997,0.45474828201984446,0.0,0.0,1.0,1.0,0.7866666666666666,0.8378028289800133,0.0,0.0,0.5,1.3401917,0.3730809555080814,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,4.492405000000001,23.75,1.18,0.45,0.0,92.0,68.0,13.449494001221343,-inf,0.16551443847757333,3.1675825304806504,0
26,26,0.0,0.0,1.0,1.0,0.46181818181818185,0.5174811850294696,0.0,0.0,1.0,1.0,0.817,0.9513090980328107,0.0,0.0,0.7000000000000028,1.446165,0.48403881991335906,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,4.3627863636363635,23.75,1.24,0.7,0.0,90.0,70.0,11.018166816671457,-inf,0.2151113796169455,3.1675825304806504,0
27,27,0.0,0.7894736842105263,1.0,1.88,0.5508333333333333,0.7141559703594166,0.7894736842105263,0.7894736842105263,1.4400000000000002,1.0266666666666666,0.6554545454545454,0.8921503412569871,0.0,0.0,0.6000000000000014,1.3007286999999998,0.4612798964149876,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,4.726845833333334,23.75,2.16,0.86,0.0,80.0,57.583333333333336,17.432771298663763,-inf,0.7701082216960737,3.1675825304806504,0
28,28,0.08915304606240713,0.17830609212481427,1.03,1.08,0.1449484536082474,0.2745371083674519,0.08915304606240713,0.08915304606240713,1.0533333333333335,1.3666666666666665,0.21937500000000001,0.40769417451142903,0.0,0.0,0.6000000000000014,1.3257601971180006,0.45257053372420547,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,1.7761480103092784,23.75,1.58,1.03,0.0,56.0,6.22680412371134,8.884097631253807,-inf,0.4574248470388755,3.1675825304806504,0
29,29,0.0,0.0,1.0,1.0,0.2833333333333334,0.38529930645610505,0.0,0.0,1.0,1.0,0.4636363636363636,0.5734555254502494,0.0,0.0,0.10000000000000142,1.3687017999999997,0.07306193357822824,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,0.19942575000000018,23.75,0.61,1.04,0.0,79.0,58.75,10.575486234254626,-inf,-0.4942963218147801,3.1675825304806504,0
30,30,0.0,0.0,1.0,1.0,0.11666666666666668,0.13739480824737643,0.0,0.0,1.0,1.0,0.1578571428571429,0.18048262961248301,0.0,0.0,-0.29999999999999716,1.3849215,-0.21661877586563366,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,-4.620978,23.75,0.36,0.26,0.0,58.0,48.2,6.201382334378591,-inf,-1.0216512475319814,3.1675825304806504,0
31,31,0.0,0.0,1.0,1.0,0.0735714285714286,0.09376751537059895,0.0,0.0,1.0,1.0,0.09538461538461539,0.11884055251923446,0.0,0.0,-0.30000000000000426,1.3520235999999999,-0.22188961790312262,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,-4.344827857142858,23.75,0.22999999999999998,0.21,0.0,59.0,49.714285714285715,5.2977291423716695,-inf,-1.4696759700589417,3.1675825304806504,0
32,32,0.0,0.0,1.0,1.0,0.0692857142857143,0.09059046667868106,0.0,0.0,1.0,1.0,0.08,0.10388888009928697,0.0,0.0,-0.29999999999999716,1.3074487,-0.22945450938151316,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,-4.467322142857143,23.75,0.22000000000000003,0.13,0.0,54.0,48.5,2.8756270219259608,-inf,-1.5141277326297753,3.1675825304806504,0
33,33,0.0,0.0,1.0,1.0,0.06999999999999999,0.09233921492109894,0.0,0.0,1.0,1.0,0.08384615384615388,0.1220097968711709,0.0,0.0,-0.29999999999999716,1.3208404999999999,-0.22712810517242407,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,-4.380302857142857,23.75,0.27,0.25,0.0,53.0,48.214285714285715,2.778449247292493,-inf,-1.3093333199837622,3.1675825304806504,0
34,34,0.0,0.0,1.0,1.0,0.11625,0.17387136049390078,0.0,0.0,1.0,1.0,0.18000000000000002,0.23763276990628493,0.0,0.0,-0.29999999999999716,1.3775948999999996,-0.2177708410505855,0.0,0.0,1.0,1.0,23.75,0.0,0.0,primary,-4.48314,23.75,0.47000000000000003,0.45,0.0,53.0,44.9375,4.739461994783796,-inf,-0.7550225842780327,3.1675825304806504,0
35,35,0.2955665024630542,0.2955665024630542,1.03,1.15,0.32142857142857134,0.4609611741585539,0.2955665024630542,0.0,1.2,1.0,0.5185185185185185,0.7044374342448251,0.0,0.0,0.10000000000000142,1.32634854673,0.07539496329719887,0.0,0.0,1.0,1.0,23.75,0.0,0.0,tertiary,0.06546438928571434,23.75,1.8,1.03,0.0,45.0,22.642857142857142,14.494479883388266,-inf,0.5877866649021191,3.1675825304806504,3
36,36,0.0,0.3191489361702128,1.0,1.1,0.34518518518518526,0.4447964655295717,0.3191489361702128,0.0,1.2066666666666668,1.0,0.4411538461538461,0.6670571464922556,0.0,0.0,-0.10000000000000142,1.3125501802399997,-0.07618756334460022,0.0,0.0,1.0,1.0,23.75,0.0,0.0,secondary,-1.673470111111111,23.75,1.81,0.71,0.0,50.0,23.814814814814813,14.67870523801018,-inf,0.5933268452777344,3.1675825304806504,2
37,37,0.0,0.0,1.0,1.0,0.33,0.3870077518603471,0.0,0.0,1.0,1.0,0.39999999999999997,0.4676908101273223,0.0,0.0,0.10000000000000142,1.3181272000000002,0.07586521240135354,0.0,0.0,1.0,1.0,0.0,0.0,0.0,trunk,-0.252420875,0.0,0.64,0.61,0.0,73.0,60.0,8.734169352933014,-inf,-0.4462871026284195,-inf,4
38,38,0.12286689419795221,0.040955631399317405,1.2566666666666666,2.81,0.04765,0.2753865964421653,0.08191126279863481,0.040955631399317405,1.3499999999999999,2.5533333333333332,0.07165829145728644,0.3839477810697953,0.0,0.0,0.49999999999999645,1.3974887888400016,0.3577846233850835,0.0,0.0,1.0,1.0,0.0,0.0,0.0,primary,0.1287086235,0.0,2.34,1.71,0.0,83.0,1.85,9.901905811179347,-inf,0.85015092936961,-inf,0
39,39,0.016769144773616546,0.016769144773616546,1.02,1.03,0.02445414847161572,0.12978916003879604,0.0,0.016769144773616546,1.0,1.14,0.027636761487964987,0.14672774129244834,2.410014502297507,0.306561135371179,0.6000000000000014,1.3772422185266002,0.4356532147568732,0.0,0.0,1.0,1.0,2.2707423580786026,9.951573872202086,1.4601719565731561,primary,0.15591748533624455,97.5,1.03,1.02,35.977,56.0,1.5829694323144106,7.850817343276309,3.582879845390746,0.02955880224154443,0.8201068080212334,0
40,40,0.0,0.0,1.0,1.0,0.25,0.30627865020312456,0.0,0.0,1.0,1.0,0.33999999999999997,0.43503563072465684,14.656327882240339,20.20909090909091,0.40000000000000213,1.3778628999999998,0.2903046449686701,0.0,0.0,1.0,1.0,54.63636363636363,39.54446184751941,17.203249901502733,primary,3.7309463636363636,78.0,0.66,0.41,28.743000000000002,67.0,53.54545454545455,7.488172492185745,3.358394259336846,-0.4155154439616658,4.000699661736837,0
41,41,0.0,0.0,1.0,1.0,0.22899999999999995,0.29661591326157805,0.0,0.0,1.0,1.0,0.29333333333333333,0.3749403244698818,5.586119837597472,20.762400000000003,0.3000000000000007,1.3439891,0.22321609602339834,0.0,0.0,1.0,1.0,56.375,15.202076338447982,5.699871434953599,primary,2.852486,75.0,0.69,0.44,27.563000000000002,68.0,52.9,7.880355321938218,3.3164742936320954,-0.37106368139083207,4.032025797822842,0
42,42,0.0,0.0,1.0,1.0,0.20454545454545456,0.25374875320297857,0.0,0.0,1.0,1.0,0.293,0.3580907706154963,12.614854240959788,18.988636363636363,0.3000000000000007,1.3943443,0.21515489395266343,0.0,0.0,1.0,1.0,51.63636363636363,34.35599963243395,12.302566383643981,primary,3.127561818181818,113.0,0.8200000000000001,0.43,41.188,65.0,54.54545454545455,7.6467461885907575,3.7181469517945045,-0.19845093872383818,3.9442261459227805,0
43,43,0.0,0.0,1.0,1.0,0.21466666666666664,0.29558679868281595,0.0,0.0,1.0,1.0,0.36571428571428566,0.456378825815858,7.591349783068154,20.84506666666667,0.5,1.3573195999999998,0.36837307882388204,0.0,0.0,1.0,1.0,56.9,20.70925718931834,9.451266479579719,primary,4.086116,86.5,1.07,0.67,32.048,59.0,47.666666666666664,6.241184258807054,3.4672347789234625,0.06765864847381486,4.041295341132285,0
44,44,0.0,0.14150943396226415,1.0,1.14,0.08960163934426231,0.22948410042123507,0.0,0.0,1.0,1.0,0.10411499999999997,0.25936285356298294,8.602871572609534,5.092803278688525,0.5,1.3367380437960017,0.37404486415313287,0.0,0.0,1.0,1.0,13.901639344262295,23.512719773165678,6.098326095395024,primary,1.327055081967213,76.0,0.78,0.7135,27.74,51.0,11.360655737704919,19.219809907909465,3.3228754148866853,-0.2484613592984996,2.6320067716185918,0
45,45,0.0,0.0,1.0,1.0,0.2220625,0.3724895761964353,0.0,0.0,1.0,1.0,0.3363,0.5026913084145731,11.566709525448186,18.6991875,0.5999999999999979,1.384925,0.43323645684784223,0.5769230769230769,0.0,1.0782608695652174,1.0,51.4375,31.881739483597816,16.02667333554234,primary,4.331431875,124.0,0.9666,0.9762,44.88800000000001,57.0,45.5,11.696153213770756,3.8041704984486713,-0.03397051957115334,3.9403674784372886,0
46,46,0.0,0.0,1.0,1.0,0.13870714285714286,0.1686740016319368,0.0,0.0,1.0,1.0,0.24674615384615384,0.2832708340860156,1.9864381838263332,21.20635714285714,0.6000000000000014,1.3053184000000002,0.45965796544352805,0.0,0.0,1.0,1.0,58.642857142857146,5.5297202571603,1.566408469508135,primary,4.639835714285715,66.25,0.4123,0.24600000000000002,23.916,54.0,48.642857142857146,3.4996075133152784,3.174547691018658,-0.8860040392692827,4.07146577983717,0
47,47,0.0,0.0,1.0,1.0,0.06939999999999999,0.08729151371895746,0.0,0.0,1.0,1.0,0.10921538461538462,0.13205158307160111,1.217469029065912,20.48914285714286,0.5,1.3567043,0.3685401454097256,0.0,0.0,1.0,1.0,56.875,3.3868838395872305,0.4472433726971165,primary,4.25885142857143,63.25,0.2238,0.1472,22.802,56.0,49.785714285714285,2.636389472469774,3.126848251411528,-1.4970024831043123,4.040855877271114,0
48,48,0.0,0.0,1.0,1.0,0.10562666666666663,0.13082123273128615,0.0,0.0,1.0,1.0,0.1257,0.15018815817880865,1.7954137300973896,20.885266666666666,0.5999999999999979,1.3714528,0.437492270969878,0.0,0.0,1.0,1.0,58.2,5.091823510950342,0.7647315948811868,primary,4.729882666666667,67.75,0.2623,0.2825,24.255,58.0,47.666666666666664,4.775931721614517,3.18862278169718,-1.3382663921093092,4.063885354737392,0
49,49,0.0,0.0,1.0,1.0,0.11152666666666669,0.14935219583253537,0.0,0.0,1.0,1.0,0.14475,0.19926547068200864,2.3601722667824254,18.885733333333334,0.5,1.3569572999999997,0.36847143237300106,0.0,0.0,1.0,1.0,52.75,6.6733300033291725,1.329764244129758,primary,4.307284666666667,65.0,0.3794,0.1468,23.27,56.0,47.0,5.11300861947808,3.1471649773142003,-0.9691642214812232,3.965563772356176,0
50,50,0.5581395348837209,0.0,2.37,1.0,0.4609677419354838,0.8330104126327776,0.27906976744186046,0.5581395348837209,2.526666666666667,1.343333333333333,0.5106666666666667,1.0036457985210165,12.759892824829862,5.730677419354838,0.0,1.38569733192,0.0,0.27906976744186046,0.0,1.4217391304347826,1.0,14.725806451612904,33.12455014125254,33.245315577166856,primary,-0.5965796774193549,163.5,3.79,3.42,62.538999999999994,67.0,17.419354838709676,24.876728340021437,4.1357903621353085,1.332366019094335,2.689601495549877,0
51,51,0.7142857142857143,0.0,1.07,1.0,0.47923076923076924,0.45836472906635284,0.0,0.0,1.0,1.0,0.5891666666666666,0.7259146529264535,18.520982853774864,21.98346153846154,0.0,1.4067402999999996,0.0,0.7142857142857143,0.0,1.0,1.0,56.82692307692308,47.91353004055061,34.7811335298675,primary,-1.1459246153846157,115.0,1.19,1.07,44.218,77.0,65.84615384615384,7.893522173763263,3.7891319460030277,0.17395330712343798,4.040010211258771,0
52,52,0.0,0.8,1.0,1.04,0.26166666666666666,0.36870268057971406,0.0,0.0,1.0,1.0,0.4372727272727273,0.5533175675672266,10.010978697021695,12.472999999999999,-0.19999999999999574,1.3377152,-0.14950865475700337,0.0,0.0,1.0,1.0,31.604166666666668,25.38661987642309,14.046862758776232,primary,-5.034638500000001,18.0,1.1400000000000001,0.41,7.074,74.0,63.0,9.582180431310078,1.9564260907832889,0.1310282624064042,3.453288968440641,0
54,54,0.7692307692307693,0.0,1.54,1.0,0.38,0.5767702361646654,0.7692307692307693,0.0,1.1533333333333333,1.0,0.5108333333333334,0.7263278070770341,16.556894856522486,16.041153846153847,-0.29999999999999716,1.3652513,-0.21973976512602272,0.0,0.0,1.0,1.0,40.48076923076923,41.90712469964643,30.438309983998007,primary,-4.221822307692308,100.0,1.73,1.54,39.4,73.0,57.38461538461539,11.094581722162562,3.673765816303888,0.5481214085096876,3.7008270275350545,0
56,56,0.0,0.0,1.0,1.0,0.4658333333333333,0.5624419723155645,0.8695652173913043,0.0,1.1466666666666667,1.0,0.5563636363636365,0.7408605672900193,20.931526745790006,18.129083333333337,0.10000000000000142,1.3025915,0.0767700388034172,0.0,0.0,1.0,1.0,46.333333333333336,53.55802279356058,39.67902714976908,residential,-0.4018640833333333,88.25,1.72,0.98,34.373000000000005,81.0,52.5,18.904064017127016,3.537271372475926,0.5423242908253617,3.835861644462582,1
57,57,0.0,0.0,1.0,1.0,0.5825,0.6360571908248503,0.0,0.0,1.0,1.0,0.5971428571428571,0.6138137721970528,22.73788613196047,19.145250000000004,0.20000000000000284,1.3034539,0.15343849138047985,0.0,0.0,1.0,1.0,48.84375,57.97755997743869,35.58742479253252,trunk,-0.088176,112.5,0.95,0.64,44.15600000000001,80.0,69.0,7.671840904055744,3.7877288181561055,-0.05129329438755058,3.88862642762175,4
59,59,0.0,0.0,1.0,1.0,0.4466666666666666,0.4897391595987035,0.0,0.0,1.0,1.0,0.7837500000000001,0.8948873881668017,16.399771426440864,14.929777777777778,0.5,1.4083639000000001,0.355021880353508,0.5263157894736842,0.0,1.0152173913043478,1.0,38.611111111111114,42.435372067051986,37.974879274970604,primary,2.565608888888889,116.75,1.48,0.82,45.066,51.0,38.111111111111114,7.959969290839702,3.8081280819319296,0.3920420877760237,3.6535400876686275,0
