id;timestamp;placa;operative_state;latitude;longitude;elevation;slope;speed;odometer;user_id;batt_temp;ext_temp;power_kw;acceleration;capacity;vehicle_id;soc;soh;voltage;current;throttle;regen_brake;consumption;range_est;range_ideal;range_full;drivetime;charge_time;footbrake;engine_temp;is_charging;tpms;ocv;coulomb;energy;occupants;rpm;station_id;sensor_data;charger_type;coulomb_rec;drivemode;energy_rec;mass;mec_power;mean_acc;mec_power_delta_e;friction_force;net_force;run;en_pot;mean_speed;freeram;net_signal;tasks;elevation2;mean_acc_server;charge_current;eff;angle_x;angle_y;q_loss;ilumination;AcX;AcY;AcZ;humidity;kwh_km
32345;"2021-03-05 11:56:03";NULL;1;6.20703;-75.5784;1495.62;0;3;474;Santiago_Echavarria;23;30;1.568;0;27.92;FVQ731;97;95;392;0.03;0;0;1.01144;184.625;206.61;190.335;0;0;0;0;NULL;NULL;NULL;0;0;NULL;247;NULL;NULL;;NULL;0;0;1609;0.0102284;0.04;NULL;186.856;263.016;0.000981445;-18.3317;0.14;NULL;-55;NULL;NULL;NULL;0;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
32346;"2021-03-05 11:56:12";NULL;1;6.20743;-75.5783;1494.99;-0.78575;39;474;Santiago_Echavarria;23;30;8.19;0;27.92;FVQ731;97;95;390;29.5;0;0;11.8887;184.625;206.61;190.335;0;0;0;0;NULL;NULL;NULL;0;0;NULL;2583;NULL;NULL;;NULL;0;0;1609;9.7329;1.03;NULL;206.559;1911.54;45.6026;-11680.8;18.33;NULL;-55;NULL;NULL;NULL;0;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
32347;"2021-03-05 11:56:20";NULL;1;6.20823;-75.5782;1493.91;-0.695074;46;474;Santiago_Echavarria;23;30;22.3962;0;27.92;FVQ731;97;95;389.5;16;0;0;5.12022;184.625;206.61;190.335;0;0;0;0;NULL;NULL;NULL;0;0;NULL;3098;NULL;NULL;;NULL;0;0;1609;3.68288;0.19;NULL;242.665;377.839;89.1659;-20203.8;35.09;NULL;-51;NULL;NULL;NULL;0;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
32348;"2021-03-05 11:56:27";NULL;1;6.20909;-75.5781;1492.96;-0.566302;54;474;Santiago_Echavarria;23;30;0.783;0;27.92;FVQ731;97;95;391.5;1;0;0;1.28636;184.625;206.61;190.335;0;0;0;0;NULL;NULL;NULL;0;0;NULL;3552;NULL;NULL;;NULL;0;0;1609;0.255964;0;NULL;220.409;35.7991;95.7515;-17676.7;25.74;NULL;-63;NULL;NULL;NULL;0;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
32349;"2021-03-05 11:56:33";NULL;1;6.20995;-75.578;1492.11;-0.511054;50;474;Santiago_Echavarria;23;29.5;2.744;0;27.92;FVQ731;97;95;392;-1.83;0;0;-0.330852;184.932;206.61;190.652;0;0;0;0;NULL;NULL;NULL;0;0;NULL;3324;NULL;NULL;;NULL;0;0;1609;-1.75689;-0.14;NULL;234.204;-198.956;95.7506;-15952;31.79;NULL;-63;NULL;NULL;NULL;0;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
32350;"2021-03-05 11:56:37";NULL;1;6.21041;-75.578;1491.84;-0.306203;47;474;Santiago_Echavarria;23;29.5;11.1862;0;27.92;FVQ731;97;95;392.5;-2;0;0;-0.88062;184.932;206.61;190.652;0;0;0;0;NULL;NULL;NULL;0;0;NULL;3153;NULL;NULL;;NULL;0;0;1609;-2.45561;-0.21;NULL;239.885;-259.776;50.8709;-5077.96;34.03;NULL;-63;NULL;NULL;NULL;0;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
32351;"2021-03-05 11:56:40";NULL;2;6.21007;-75.578;1491.93;0.141133;50;474;Santiago_Echavarria;23;29.5;-2.9362;0;27.92;FVQ731;97;95;391.5;0;0;0;1.80114;184.932;206.61;190.652;0;0;0;0;NULL;NULL;NULL;0;0;NULL;3304;NULL;NULL;;NULL;0;0;1609;0.716103;-0.08;NULL;215.919;109.608;37.5998;1729.93;23.52;NULL;-63;NULL;NULL;NULL;0;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
32352;"2021-03-05 11:57:22";NULL;2;6.21546;-75.5773;1488.79;-0.299559;53;474;Santiago_Echavarria;23;29;-4.8875;0;27.84;FVQ731;97;95;391;-6.5;0;0;3.14443;185.239;206.61;190.968;0;0;0;0;NULL;NULL;NULL;0;0;NULL;3512;NULL;NULL;;NULL;0;0;1609;1.91681;0.08;NULL;219.273;273.938;601.087;-58699.1;25.19;NULL;-63;NULL;NULL;NULL;0;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
32353;"2021-03-05 11:57:28";NULL;1;6.21624;-75.5772;1487.52;-0.839625;57;474;Santiago_Echavarria;23;29;8.3957;0;27.84;FVQ731;97;95;392;12;0;0;0.202638;185.239;206.61;190.968;0;0;0;0;NULL;NULL;NULL;0;0;NULL;3758;NULL;NULL;;NULL;0;0;1609;-1.08083;-0.05;NULL;221.964;-146.941;86.9745;-23805.4;26.48;NULL;-63;NULL;NULL;NULL;0;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
32354;"2021-03-05 11:57:32";NULL;1;6.21676;-75.5771;1487.05;-0.461224;54;474;Santiago_Echavarria;23;29;1.7617;0;27.84;FVQ731;97;95;391.5;-3;0;0;-1.02053;185.239;206.61;190.968;0;0;0;0;NULL;NULL;NULL;0;0;NULL;3579;NULL;NULL;;NULL;0;0;1609;-2.58081;-0.18;NULL;252.441;-240.635;58.5625;-8805.22;38.61;NULL;-63;NULL;NULL;NULL;0;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
