,slope_cat,user_id,mean_max_power_usr
0,"(-2.0, 2.0]",Santiago_Echavarria,13.444631249999995
1,"(-6.0, -2.0]",Santiago_Echavarria,13.5475
2,"(2.0, 6.0]",Santiago_Echavarria,52.9805
3,"(6.0, 10.0]",Santiago_Echavarria,34.592325
