,num_acc_min,num_acc_fr_min,prom_sobrepaso_acc,prom_sobrepaso_fren,prom_abs_acc,std_acc,num_jerk_acc_min,num_jerk_freno_min,prom_sobrepaso_jerk_acc,prom_sobrepaso_jerk_freno,prom_abs_jerk,std_jerk,std_pot,prom_abs_pot,consumption,kms,consumption_per_km,num_current_min,num_current_fr_min,prom_sobrepaso_current,prom_sobrepaso_current_fr,prom_abs_current,std_current,std_current_std_jerk,highway,slope,max_current,max_jerk,max_acc,max_pot,max_speed,mean_speed,std_speed,iqr_pot,mean_soc
89,0.43795620437956206,0.43795620437956206,1.04,1.63,0.3545000000000001,0.5239453692895855,0.43795620437956206,0.0,1.0533333333333332,1.0,0.5221052631578946,0.6330334129720628,14.480992011167604,11.271849999999999,0.20000000000000284,1.40164145,0.14268984411099062,0.0,0.0,1.0,1.0,18.306500000000003,24.30901591488228,15.388419310590123,primary,-0.5236772,44.95,1.5799999999999998,1.04,31.808000000000003,64.0,35.2,21.490756887065366,18.779999999999998,58.0
90,0.0,0.0,1.0,1.0,0.215,0.19947848672643043,0.0,0.0,1.0,1.0,0.27999999999999997,0.3261288089083821,14.367283255330108,11.536166666666668,-0.09999999999999787,1.3143094000000002,-0.07608558532716715,0.0,0.0,1.0,1.0,5.671666666666667,7.484844131086945,2.4410233013362794,primary,-0.23795256666666667,6.59,0.45999999999999996,-0.02,30.405,56.0,37.333333333333336,19.221515722405105,18.09525,58.0
91,0.0,0.21897810218978103,1.0,1.04,0.21138888888888888,0.29510238336324335,0.0,0.0,1.0,1.0,0.3228571428571429,0.42589162174124506,6.29217009072524,4.374666666666666,0.1999999999999993,1.5429596481529997,0.1296210177883844,0.0,0.0,1.0,1.0,9.14,12.962967969575754,5.520819451142432,primary,-0.3442332575,39.01,1.02,0.71,17.952,55.0,18.5,18.43211483099151,2.06825,57.52777777777778
92,0.0,1.1320754716981132,1.0,1.02,0.3608333333333333,0.4694581687671674,0.0,0.0,1.0,1.0,0.6818181818181818,0.8004027911615336,37.85775605033487,33.500166666666665,0.5,1.3657856,0.36608967029671424,2.2641509433962264,0.0,1.4750434782608695,1.0,64.72000000000001,68.40451615613955,54.75116565942832,primary,2.137068333333333,173.65,1.4,0.4,76.26899999999998,80.0,65.58333333333333,8.826183498631508,58.95650000000001,46.333333333333336
93,0.0,0.0,1.0,1.0,0.2584615384615384,0.31324225458767785,0.0,0.0,1.0,1.0,0.4566666666666666,0.5331562205916344,18.007898226733143,18.553384615384616,0.3999999999999986,1.374187,0.2910811992836481,0.0,0.0,1.0,1.0,36.926153846153845,31.296735277872905,16.68604909760759,primary,2.6520769230769234,84.35,0.9199999999999999,0.37,46.00100000000001,66.0,54.92307692307692,7.543888679603936,31.638,45.07692307692308
94,0.0,0.0,1.0,1.0,0.29266666666666663,0.3546390966727849,0.0,0.0,1.0,1.0,0.38785714285714296,0.47928784329950813,17.58973417448055,15.498866666666668,0.6000000000000014,1.3438717999999998,0.4464711589304884,0.8108108108108109,0.0,1.241304347826087,1.0,54.64066666666667,46.02707403257347,22.060217046458934,primary,2.7423706666666665,142.75,1.1400000000000001,0.32,38.081,68.0,54.333333333333336,6.275424478149057,29.435000000000002,43.733333333333334
95,0.0,0.0,1.0,1.0,0.3861538461538462,0.3929993902158872,0.0,0.0,1.0,1.0,0.37250000000000005,0.4367898999137533,27.75365218826132,21.195,0.5,1.400622,0.3569842541385185,0.0,0.0,1.0,1.0,29.836153846153845,28.72191380365136,12.545441855628328,primary,2.475327692307692,65.0,0.82,0.44,69.492,70.0,51.53846153846154,12.69918228742429,27.677999999999997,42.07692307692308
97,0.0,0.0,1.0,1.0,0.2920833333333333,0.3226558086155173,0.0,0.0,1.0,1.0,0.312608695652174,0.37952960637768735,12.508692447376568,8.180583333333333,0.1999999999999993,1.307502,0.1529634371496176,0.0,0.0,1.0,1.0,11.836666666666668,13.728661624499308,5.210433542438684,trunk,0.42080694999999996,33.43,0.8,0.52,46.853,55.0,34.875,16.19262446166531,9.238249999999999,62.208333333333336
98,0.0,0.0,1.0,1.0,0.1762857142857143,0.24996505878271247,0.0,0.0,1.0,1.0,0.2705797101449276,0.3647687605692826,3.747253586294901,2.1686,0.09999999999999787,1.3709276951540001,0.07294330718788535,0.0,0.0,1.0,1.0,4.571714285714286,7.864361873252616,2.868673533174678,primary,0.17314469142857145,39.72,0.8099999999999999,0.54,15.709,44.35,9.643999999999998,13.185694202210321,1.26875,56.0
99,0.0,0.0,1.0,1.0,0.34500000000000003,0.40038106848351357,0.0,0.0,1.0,1.0,0.46111111111111114,0.5177324729821831,26.231502408554494,30.6435,0.5,1.3101622,0.38163213684534636,0.9836065573770492,0.0,1.422608695652174,1.0,77.06199999999998,64.99733409917671,33.65123052041593,primary,3.3992940000000003,169.2,0.73,0.55,66.27600000000001,88.38,71.245,10.690140057288511,22.973749999999992,48.6
100,0.0,0.0,1.0,1.0,0.374,0.39443123608558184,0.0,0.0,1.0,1.0,0.5555555555555556,0.6208238254305501,30.378287427700727,26.178800000000003,0.3999999999999986,1.4443528,0.2769406477420188,0.0,0.0,1.0,1.0,56.254999999999995,49.00981543527786,30.42646110217442,primary,2.4981240000000002,108.38,1.02,0.58,69.001,84.72,59.27,11.933647109468813,44.135000000000005,47.5
101,0.0,0.0,1.0,1.0,0.31583333333333335,0.3654325823215853,0.0,0.0,1.0,1.0,0.44181818181818183,0.5478447629552743,21.689274455105426,23.226166666666668,0.6000000000000014,1.3708456,0.4376860530463835,0.8333333333333334,0.0,1.220173913043478,1.0,67.93833333333332,56.713200036088004,31.070029630205685,primary,3.4760075,148.54,0.6,0.39,55.01,72.4,57.54666666666666,8.411618948414946,30.96275,45.75
102,0.0,0.0,1.0,1.0,0.44399999999999995,0.21209431864149494,0.0,0.0,1.0,1.0,0.2375,0.22960564017462637,9.356515086291475,8.4626,0.7999999999999972,1.4926277000000001,0.5359675423416014,0.0,0.0,1.0,1.0,28.008,21.94732730880915,5.0392301368611845,primary,4.915650000000001,48.61,0.41000000000000003,-0.19,19.209,55.01,45.122,7.343123994595216,11.251999999999999,44.6
104,0.0,0.7228915662650602,1.0,1.0,0.3054545454545454,0.38230056108808486,0.0,0.0,1.0,1.0,0.399,0.46689292134278504,16.472798432015683,24.183000000000003,0.5999999999999996,1.3737122,0.43677270974225874,0.7228915662650602,0.0,1.297391304347826,1.0,69.5918181818182,42.2066866348712,19.706003223154493,primary,4.6599509090909095,149.2,0.6799999999999999,0.5,52.03100000000001,77.53,53.22727272727272,12.917382158091545,16.132,37.63636363636363
105,0.0,0.0,1.0,1.0,0.299,0.39406725314341967,0.0,0.0,1.0,1.0,0.5422222222222223,0.6861018892767574,20.12388757173921,25.0652,0.7000000000000011,1.5643189000000002,0.447479091379642,0.0,0.0,1.0,1.0,56.774,37.46229096037774,25.70294860455076,primary,4.71297,93.28,1.31,0.43,57.424,58.86,45.926,15.89039905799166,26.3565,36.2
106,0.0,0.0,1.0,1.0,0.0825,0.11602801385872293,0.0,0.0,1.0,1.0,0.12533333333333335,0.16189159610334591,12.522438849764601,12.4005625,0.1999999999999993,1.310091,0.15266115101927982,0.0,0.0,1.0,1.0,29.694375,28.841841885694038,4.6692518174353435,primary,0.3431095624999999,56.85,0.34,0.17,25.769,48.85,41.444375,4.52005895057428,23.714750000000002,58.25
107,0.0,0.0,1.0,1.0,0.057272727272727274,0.07011207085330487,0.0,0.0,1.0,1.0,0.093,0.10921996154549772,3.020750582660645,11.508909090909091,-0.29999999999999716,1.3715995,-0.2187227394002383,0.0,0.0,1.0,1.0,26.44363636363636,10.417516954828162,1.1378008012059024,primary,-3.3867518181818186,-6.67,0.19,0.13,-8.482999999999999,49.38,46.06636363636364,2.205381022532265,1.8294999999999995,58.90909090909091
108,0.0,0.0,1.0,1.0,0.07916666666666668,0.10763557342564153,0.0,0.0,1.0,1.0,0.08636363636363636,0.10447032873872303,0.945218768769079,15.65625,-0.40000000000000213,1.3894424,-0.28788526965925476,0.0,0.0,1.0,1.0,37.105,1.9610435147305278,0.2048708606548391,primary,-4.8714025,-32.06,0.13,0.28,-14.274,67.06,61.85416666666666,2.5948041030747073,1.599499999999999,59.666666666666664
109,0.0,0.0,1.0,1.0,0.09,0.1539668312461062,0.0,0.0,1.0,1.0,0.133,0.19724350432903992,5.879304285035182,15.369818181818182,-0.3999999999999986,1.3637362,-0.29331185899442913,0.0,0.0,1.0,1.0,35.64272727272728,7.502949833122112,1.4799081178899907,primary,-4.424860000000001,-26.41,0.44999999999999996,0.1,-10.706,61.68,53.70909090909092,6.630337026947355,2.6895000000000007,60.63636363636363
110,0.0,0.0,1.0,1.0,0.06454545454545454,0.077085334275273,0.0,0.0,1.0,1.0,0.07,0.10059821071967433,0.6640232496178566,14.510818181818182,-0.3000000000000007,1.325627,-0.22630800368429482,0.0,0.0,1.0,1.0,34.440909090909095,1.884682054427481,0.18959564245088445,primary,-4.466751818181819,-30.72,0.13,0.18,-13.414,63.18,58.23636363636363,2.579481625161431,0.7509999999999994,61.63636363636363
111,0.0,0.0,1.0,1.0,0.09363636363636364,0.11709288535881628,0.0,0.0,1.0,1.0,0.11800000000000002,0.16975276139138357,0.9496617579672535,12.344999999999999,-0.3999999999999986,1.3276787,-0.30127771124143105,0.0,0.0,1.0,1.0,31.188181818181818,3.1622915114368872,0.5368077163909436,primary,-4.66473090909091,-26.31,0.26,0.16,-10.382,61.33,51.48818181818182,4.852230040263585,0.9915000000000003,63.36363636363637
112,0.0,0.0,1.0,1.0,0.10583333333333335,0.13388168491453772,0.0,0.0,1.0,1.0,0.13363636363636366,0.18114876768296787,2.1788144505033515,11.645583333333335,-0.3000000000000007,1.3760788,-0.21801077089480683,0.0,0.0,1.0,1.0,26.67916666666666,4.023040844795002,0.7287688913728606,primary,-4.008318333333333,-15.91,0.27,0.18,-5.689,58.8,49.24250000000001,5.180080948823447,1.9277499999999996,64.08333333333333
113,0.0,0.0,1.0,1.0,0.12538461538461537,0.1456996992682686,0.0,0.0,1.0,1.0,0.19833333333333333,0.22669730185131598,9.064120924291418,10.270153846153846,-0.1999999999999993,1.3121614,-0.1524202739083769,0.0,0.0,1.0,1.0,22.308461538461536,12.6260200478425,2.8622846779665183,primary,-3.427369230769231,-0.84,0.30000000000000004,0.2,-0.275,59.15,50.355384615384615,4.853444851142014,10.735,65.0
114,0.0,0.0,1.0,1.0,0.07800000000000001,0.09393614852653903,0.0,0.0,1.0,1.0,0.07222222222222224,0.0808290376865476,7.643104502752792,9.0168,0.09999999999999787,1.4116925999999999,0.07083695133062104,0.0,0.0,1.0,1.0,19.955,12.840532270899054,1.0378878668398304,trunk,0.13000340000000002,35.52,0.14,0.14,13.503,67.42,60.931,4.028036328866296,9.64275,66.1
115,0.0,0.0,1.0,1.0,0.013333333333333332,0.014487116456005885,0.0,0.0,1.0,1.0,0.0175,0.021065374432940896,0.3225827867710672,8.678888888888888,0.10000000000000142,1.3627850000000001,0.0733791463803912,0.0,0.0,1.0,1.0,21.638888888888886,0.45800156342393106,0.009647974424397436,trunk,0.47711722222222225,22.4,0.04,0.03,9.269,61.43,60.46444444444444,0.8383929733590196,0.1919999999999984,66.0
116,0.0,0.0,1.0,1.0,0.06777777777777778,0.08485281374238571,0.0,0.0,1.0,1.0,0.06499999999999999,0.08470537173048708,3.5380469816615556,7.773999999999999,0.1999999999999993,1.3077440000000002,0.1529351310348197,0.0,0.0,1.0,1.0,20.268888888888892,8.0610372153746,0.6828131538615959,trunk,0.5476902222222222,26.68,0.15,0.11,10.512,62.01,57.58555555555555,4.072858673926433,1.282,65.33333333333333
117,0.0,0.0,1.0,1.0,0.3190909090909091,0.4084135806906548,0.0,0.0,1.0,1.0,0.644,0.7454394676967406,10.974412365901854,10.71827272727273,0.10000000000000142,1.3574621999999998,0.07366687632259773,0.0,0.0,1.0,1.0,24.59818181818182,26.682855020895268,19.89045324340547,primary,0.3494550909090908,41.92,1.44,0.45,21.123,67.73,50.099090909090904,12.075762050111335,18.711,61.0
119,0.0,0.0,1.0,1.0,0.3442857142857143,0.4549321546188206,0.0,0.0,1.0,1.0,0.56,0.7219508416446921,12.429124722700669,11.086214285714288,0.10000000000000142,1.3028621,0.0767540939290516,0.0,0.0,1.0,1.0,16.30857142857143,20.785662444707075,15.006226496098742,primary,-0.8094847142857143,53.39,1.48,0.79,15.576,56.34,40.03214285714285,13.103933160914485,13.337500000000002,58.0
120,0.0,0.42857142857142855,1.0,1.02,0.24500000000000002,0.33197535885798646,0.42857142857142855,0.0,1.0466666666666666,1.0,0.3134782608695652,0.4829430882257539,8.01681870340498,6.107875,0.09999999999999787,1.3046014899999998,0.07665175976458365,0.0,0.0,1.0,1.0,10.7725,11.501696493223173,5.554664824272523,primary,-0.5857527291666667,27.71,1.57,0.55,21.152,50.91,35.98374999999999,12.949248362440729,9.824499999999999,58.0
121,0.13574660633484162,0.27149321266968324,1.05,1.33,0.24611111111111109,0.4051737167447325,0.0,0.0,1.0,1.0,0.3730188679245284,0.5084098021064233,9.558952932314737,4.8105370370370375,0.3000000000000007,1.5340141832400003,0.1955653365383943,0.0,0.0,1.0,1.0,7.394074074074075,14.078385026902284,7.157588945505423,primary,-0.5114039814814815,53.41,1.34,1.05,30.975,63.68,14.65907407407407,17.259429828195643,1.625,56.98148148148148
122,0.0,0.0,1.0,1.0,0.2772727272727273,0.334093073586062,0.0,0.0,1.0,1.0,0.45999999999999996,0.5596284481689615,22.276597953461508,28.91972727272727,0.5,1.3441367999999998,0.3719859466685237,0.0,0.0,1.0,1.0,70.96181818181817,36.31513058066719,20.322980171911976,primary,4.503446363636363,104.4,0.9299999999999999,0.73,58.88800000000001,72.05,60.76272727272727,6.156765532175301,27.6965,46.54545454545455
123,0.0,0.0,1.0,1.0,0.27909090909090906,0.3172167181612466,0.0,0.0,1.0,1.0,0.33799999999999997,0.38683846758046175,20.076554278210953,19.712,0.3999999999999986,1.3308125,0.3005682618700971,0.0,0.0,1.0,1.0,45.0,35.651297079784825,13.791293129599753,primary,2.734208272727273,98.92,0.6299999999999999,0.3,41.006,68.78,58.17454545454545,8.798510514440911,39.041,45.27272727272727
124,0.0,0.9230769230769231,1.0,1.32,0.41000000000000003,0.5582615874301222,0.0,0.0,1.0,1.0,0.6222222222222222,0.7019971509913697,27.441713648385736,27.4654,0.5999999999999979,1.4561963999999998,0.4120323330012339,0.0,0.0,1.0,1.0,67.497,49.36296791117811,34.65266283812544,primary,4.4110274,113.85,1.1400000000000001,0.69,59.517,73.57,60.021,10.772539626290543,47.026250000000005,43.6
125,0.0,0.0,1.0,1.0,0.20400000000000001,0.2771209122386833,0.0,0.0,1.0,1.0,0.34555555555555556,0.3772349040578114,16.51362787639349,15.208599999999999,0.10000000000000142,1.3566611999999998,0.07371037072483641,0.0,0.0,1.0,1.0,33.303000000000004,36.36154398537004,13.716843556714956,primary,0.5761949,76.08,0.54,0.54,34.356,71.87,54.376,10.158728266864903,28.821500000000004,85.0
126,0.0,0.0,1.0,1.0,0.2366666666666666,0.30489980139201284,0.0,0.0,1.0,1.0,0.36999999999999994,0.5351372728809369,11.683102344364226,11.258000000000001,-0.20000000000000284,1.4260914000000002,-0.14024346546091143,0.0,0.0,1.0,1.0,25.0975,24.106856029745746,12.90047719349151,primary,-2.792056666666667,35.61,1.12,0.74,7.79,65.44,57.04833333333334,6.736691706729286,13.469500000000002,85.0
127,0.0,0.0,1.0,1.0,0.20285714285714285,0.2654568645538772,0.0,0.0,1.0,1.0,0.3207692307692307,0.41695713741087326,10.554864731245871,11.792785714285714,-0.29999999999999716,1.3789418835940004,-0.21755811725588695,0.0,0.0,1.0,1.0,25.767142857142858,18.45590453607999,7.695321123692264,primary,-4.613649285714286,4.45,0.94,0.5,7.505,69.14,58.75642857142857,6.00479885930073,12.717749999999999,86.0
128,0.0,0.0,1.0,1.0,0.146,0.1792093747547823,0.0,0.0,1.0,1.0,0.19666666666666666,0.2581319406145472,4.951334770544201,12.9545,-0.4000000000000057,1.4483794999999997,-0.2761707135457287,0.0,0.0,1.0,1.0,28.814,17.78237172033022,4.590198120898084,primary,-3.4686529999999998,19.0,0.6,0.44,1.149,67.26,61.42600000000001,3.331066562595898,1.8022499999999972,86.7
129,0.0,0.0,1.0,1.0,0.29625,0.34928274721205455,0.0,0.0,1.0,1.0,0.47428571428571425,0.5591319803307367,10.884696004453914,12.691375,-0.29999999999999716,1.3237177,-0.22663442514971066,0.0,0.0,1.0,1.0,26.35125,18.978897121210707,10.611708331875862,primary,-4.71396375,2.68,0.95,0.76,14.592,54.59,48.510000000000005,4.711308583761902,7.427,87.75
130,0.0,0.0,1.0,1.0,0.24656250000000002,0.3403925525679873,0.0,0.0,1.0,1.0,0.3674193548387097,0.46703862585840206,10.141430119762372,7.26921875,0.0,1.3266748814839997,0.0,0.0,0.0,1.0,1.0,9.3221875,12.07202770984824,5.638103232932074,primary,-0.851729115625,26.17,0.98,0.81,19.942,42.83,29.2825,13.305487104829126,10.9175,92.0
131,0.0,0.0,1.0,1.0,0.14000000000000004,0.18418468991748474,0.0,0.0,1.0,1.0,0.15666666666666668,0.2123298156578203,10.983302263436073,9.8813,0.19999999999999574,1.3559923000000003,0.14749346290535403,0.0,0.0,1.0,1.0,11.363000000000001,18.98065881364501,4.0301597869652275,trunk,0.20126550699999995,61.7,0.27,0.55,30.671,73.91,45.78,17.500727603921693,9.50875,91.0
132,0.0,0.0,1.0,1.0,0.20043478260869566,0.2427613669541433,0.0,0.0,1.0,1.0,0.29181818181818187,0.36770676423314536,8.251021415833126,7.969608695652173,0.10000000000000142,1.31509442,0.07604016751892341,0.0,0.0,1.0,1.0,12.143043478260873,14.05036327389952,5.166413615745816,trunk,0.3108438608695653,40.75,0.86,0.49,17.93,49.53,38.25478260869565,7.452976750976275,14.091999999999999,91.0
133,0.0,0.0,1.0,1.0,0.2235294117647059,0.2757719583467119,0.0,0.0,1.0,1.0,0.27454545454545454,0.3483056192594565,5.90972366756599,5.138176470588236,0.30000000000000426,1.3978528099999998,0.21461487064579016,0.0,0.0,1.0,1.0,8.199411764705884,9.880215892882372,3.441334714987519,trunk,0.22260510294117647,40.75,0.84,0.61,16.355999999999998,54.12,25.032647058823528,12.00052052124193,8.67675,89.05882352941177
134,0.0,0.0,1.0,1.0,0.21538461538461534,0.28466342860844235,0.0,0.0,1.0,1.0,0.2568421052631578,0.3266882424517795,5.324036877771523,3.6895384615384623,0.10000000000000142,1.3408432287899998,0.07457993436730344,0.0,0.0,1.0,1.0,5.145128205128206,7.635734530128431,2.4945046934760216,trunk,0.456100958974359,23.72,0.79,0.74,13.49,65.59,17.224358974358974,15.490745079914786,6.721,88.0
135,0.0,0.0,1.0,1.0,0.2088888888888889,0.30710114150082723,0.0,0.0,1.0,1.0,0.32,0.42628482262449835,9.765969919528516,7.426,0.10000000000000142,1.4653743,0.06824195019661627,0.0,0.0,1.0,1.0,15.925555555555555,17.65413454878677,7.525689614718597,trunk,-0.6030484444444445,46.35,0.7200000000000001,0.81,16.776,75.14,55.34222222222221,16.843260356725608,13.454,87.0
136,0.0,0.0,1.0,1.0,0.15083333333333335,0.17172935748503287,0.0,0.0,1.0,1.0,0.21909090909090911,0.2645907490121488,14.507550025523107,13.889583333333333,0.10000000000000142,1.4033052,0.07126033595542967,0.0,0.0,1.0,1.0,13.8975,17.65565700577454,4.671523511459478,trunk,-0.5475102416666666,45.94,0.36000000000000004,0.28,20.506,76.35,71.40166666666667,3.290876736824047,29.42975,87.0
137,0.0,0.0,1.0,1.0,0.225,0.3099193443462347,0.0,0.0,1.0,1.0,0.1742857142857143,0.21026707991970403,9.441062108384575,11.551874999999999,0.0,1.3677138999999998,0.0,0.0,0.0,1.0,1.0,15.705,19.11919438025567,4.020137172753575,trunk,-0.29093887500000004,23.45,0.14,0.04,11.166,73.98,65.44875,12.73636574930227,9.9465,87.0
138,0.0,0.35294117647058826,1.0,1.01,0.27777777777777773,0.37202482327904207,0.0,0.35294117647058826,1.0,1.3,0.4184615384615385,0.6061811786106323,8.55225944748313,7.2261851851851855,0.19999999999999574,1.3125509851500001,0.15237503324652907,0.0,0.0,1.0,1.0,13.30851851851852,14.46289546150132,8.767135016975235,primary,0.10196716037037036,44.23,1.37,0.94,24.501,53.6,27.627037037037038,18.906107237694144,12.145499999999998,83.74074074074075
139,0.0,0.0,1.0,1.0,0.30363636363636365,0.30663462522753326,0.0,0.0,1.0,1.0,0.292,0.385621576159841,8.792865232205912,6.611727272727273,0.10000000000000142,1.3812229999999996,0.07239960527735308,0.0,0.0,1.0,1.0,12.704545454545455,15.543366473268076,5.993857478251664,primary,-0.034510727272727276,35.75,0.5700000000000001,0.44,20.169,42.36,28.900000000000002,12.449485933162059,4.3454999999999995,83.0
140,0.0,0.0,1.0,1.0,0.22999999999999998,0.31675312844342707,0.0,0.0,1.0,1.0,0.3375000000000001,0.430602775188456,18.151369465018924,16.482307692307693,0.10000000000000142,1.4185905,0.07049250647033194,0.0,0.0,1.0,1.0,31.623846153846152,35.322500698864765,15.209966827527346,primary,0.6123289230769231,50.7,0.5700000000000001,0.3,23.126,63.12,51.30846153846153,10.222465330628294,29.066,82.0
141,0.0,0.13452914798206278,1.0,1.16,0.22960784313725488,0.34335858408170217,0.13452914798206278,0.0,1.0933333333333333,1.0,0.36900000000000005,0.5445155277859393,7.4581272448249365,4.387450980392158,0.1999999999999993,1.3127852751670002,0.15234783919598519,0.0,0.0,1.0,1.0,7.831960784313725,11.549011614897863,6.288616154892052,primary,0.6461207921568628,38.08,1.64,0.53,22.443,44.74,11.035882352941178,11.999388680507117,2.258,82.0
142,0.0,0.29411764705882354,1.0,1.08,0.25,0.3730281490718898,0.0,0.0,1.0,1.0,0.3481481481481481,0.48379189259027156,10.258952414680735,5.538678571428572,0.1999999999999993,1.3196088281,0.15156006518080317,0.0,0.0,1.0,1.0,13.193928571428572,17.015796033931746,8.232104167185875,primary,0.4932322857142858,42.67,1.1900000000000002,0.6,12.767,56.57,22.458214285714284,20.117400990660983,4.7090000000000005,80.82142857142857
143,0.0,0.0,1.0,1.0,0.22208333333333333,0.30893606629132114,0.0,0.0,1.0,1.0,0.2652173913043478,0.3681029896157911,12.521477578267495,8.152000000000001,0.0,1.421235834766,0.0,0.0,0.0,1.0,1.0,13.060000000000002,19.85608301349712,7.309083519327616,primary,-0.6270373833333333,65.63,1.04,0.42,21.383000000000006,58.34,35.97708333333333,19.44632109594683,10.164749999999998,80.0
144,0.0,0.0,1.0,1.0,0.35000000000000003,0.46212653840696055,0.46875,0.46875,1.1733333333333333,1.0,0.5446666666666667,0.7690762135329776,9.852883776582559,7.574937500000001,0.10000000000000142,1.4113862799999999,0.07085232541724965,0.0,0.0,1.0,1.0,12.7475,14.861037354437945,11.429270337723274,primary,-0.9011208125000001,38.65,1.76,0.94,21.038,55.6,33.3375,17.401689381589744,11.875,80.0
145,0.43795620437956206,0.43795620437956206,1.06,1.46,0.26466666666666666,0.48976003194308215,0.0,0.0,1.0,1.0,0.39428571428571424,0.5659216791560255,8.57968640297146,5.754200000000001,0.0,1.3409770543699997,0.0,0.0,0.0,1.0,1.0,9.962666666666667,13.782438036219219,7.799780476321056,primary,-0.5334351333333333,29.2,1.0699999999999998,1.06,23.437,60.11,38.684666666666665,23.807901109465636,6.2795000000000005,80.0
146,0.0,0.13761467889908258,1.0,1.55,0.2267307692307692,0.37847614691943565,0.13761467889908258,0.0,1.0866666666666667,1.0,0.3290196078431372,0.4737930090826521,5.818585163231276,3.1627307692307696,0.10000000000000142,1.3309867190890001,0.07513222977044194,0.0,0.0,1.0,1.0,6.234423076923078,13.127049328597947,6.219504201772829,primary,-0.4112369211538462,61.73,1.6300000000000001,0.97,22.413,58.87,12.64615384615385,18.002215893436745,0.7084999999999999,79.82692307692308
147,0.0,0.2843601895734597,1.0,1.59,0.3408,0.4953163029822459,0.0,0.2843601895734597,1.0,1.32,0.44125,0.6197545156932882,17.005373252192967,18.587480000000003,1.1000000000000014,1.43810953008,0.7648930606410834,0.0,0.0,1.0,1.0,40.227599999999995,34.532995296672425,21.401979775527817,primary,6.5024932,111.35,0.92,0.71,43.981,45.85,22.7456,14.807790764774243,21.04900000000001,74.8
148,0.0,0.0,1.0,1.0,0.13399999999999998,0.1739425192412712,0.0,0.0,1.0,1.0,0.24000000000000002,0.3256787783486463,19.60172961985753,28.979899999999997,0.6000000000000014,1.3453092,0.44599412536538174,0.0,0.0,1.0,1.0,70.311,28.332234098284587,9.227207389017185,primary,4.5690539999999995,109.15,0.6,0.41,38.485,66.14,58.142999999999994,5.311271138918735,11.444750000000006,69.2
149,0.0,0.0,1.0,1.0,0.171,0.18665744024817227,0.0,0.0,1.0,1.0,0.2233333333333333,0.2781286672667087,13.480005384271921,22.1764,0.5,1.4166488999999998,0.3529456028236778,0.0,0.0,1.0,1.0,49.779999999999994,27.294172638129186,7.591291859990338,primary,3.36301,72.38,0.34,0.28,35.968,64.41,55.069,4.468592743930813,7.201249999999998,67.5
150,0.0,0.0,1.0,1.0,0.26499999999999996,0.3517535437711404,0.0,0.0,1.0,1.0,0.33545454545454545,0.3927251683445303,19.988409114027117,26.834750000000003,0.5,1.3128638000000004,0.3808468174688036,0.0,0.0,1.0,1.0,51.803333333333335,32.36658406271643,12.7111721747677,primary,4.0239183333333335,96.35,0.6,0.5,46.351000000000006,65.52,55.2725,8.038346873241128,20.658,66.0
151,0.0,0.0,1.0,1.0,0.26999999999999996,0.292826266277843,0.0,0.0,1.0,1.0,0.3409090909090909,0.40094928679137515,18.237748574766265,19.158749999999994,0.40000000000000213,1.3809103999999999,0.2896639781987319,0.0,0.0,1.0,1.0,38.3575,35.09436931530311,14.071062347363902,primary,2.324860833333333,87.8,0.64,0.31,40.236,61.28,54.064166666666665,4.527356158717668,27.575000000000003,64.75
152,0.0,0.0,1.0,1.0,0.24545454545454543,0.31551086738497064,0.0,0.0,1.0,1.0,0.37700000000000006,0.4370137297614344,23.343432575989166,19.479818181818185,0.3000000000000007,1.3755768000000002,0.21809033127049007,0.0,0.0,1.0,1.0,33.48181818181818,38.86928609651704,16.986411690203173,primary,0.1844341818181818,70.8,0.74,0.6,57.974,70.94,56.65272727272727,10.504383933300504,32.666,64.36363636363636
153,0.0,0.0,1.0,1.0,0.26937500000000003,0.3494588450375809,0.0,0.0,1.0,1.0,0.3600000000000001,0.48055338470929065,11.964322660910439,13.396625000000002,-0.3000000000000007,1.3990204000000004,-0.2144357580489896,0.0,0.0,1.0,1.0,25.231875000000002,22.43321699198256,10.780358355415192,primary,-4.469851875,20.0,0.98,0.73,16.74,66.83,54.152499999999996,7.061045720477009,9.63975,64.5625
154,0.0,0.0,1.0,1.0,0.11000000000000003,0.14493293468206442,0.0,0.0,1.0,1.0,0.16636363636363638,0.20122763722578235,8.24110326478399,11.586583333333332,-0.3000000000000007,1.4119866,-0.2124666055612714,0.0,0.0,1.0,1.0,26.454166666666662,12.54184161007554,2.523765153655503,primary,-4.493715833333333,3.33,0.48,0.38,2.016,61.4,54.844166666666666,4.939956676904867,7.908749999999998,65.41666666666667
155,0.0,0.0,1.0,1.0,0.14,0.19768076778081684,0.0,0.0,1.0,1.0,0.23900000000000002,0.2860856515101728,10.613881958614622,10.760545454545458,-0.3000000000000007,1.3521551,-0.22186803865917504,0.0,0.0,1.0,1.0,26.797272727272727,19.576609123987442,5.600586975595941,primary,-3.885475454545455,10.08,0.48,0.48,11.224,64.15,58.041818181818186,5.951643165012193,15.777500000000002,66.18181818181819
